"State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Date Local,Time Local,Date GMT,Time GMT,Sample Measurement,Units of Measure,MDL,Uncertainty,Qualifier,Method Type,Method Code,Method Name,State Name,County Name,Date of Last Change"
"241050,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-09,23:00,1980-01-10,07:00,0.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241051,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-10,00:00,1980-01-10,08:00,0.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241052,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-10,01:00,1980-01-10,09:00,0.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241053,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-10,02:00,1980-01-10,10:00,0.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241054,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-10,03:00,1980-01-10,11:00,0.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241055,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-10,04:00,1980-01-10,12:00,0.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241056,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-10,05:00,1980-01-10,13:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241057,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-10,06:00,1980-01-10,14:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241058,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-10,07:00,1980-01-10,15:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241059,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-10,08:00,1980-01-10,16:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241060,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-10,09:00,1980-01-10,17:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241061,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-10,10:00,1980-01-10,18:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241062,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-10,11:00,1980-01-10,19:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241063,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-10,12:00,1980-01-10,20:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241064,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-10,13:00,1980-01-10,21:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241065,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-10,14:00,1980-01-10,22:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"
"241066,6,19,1,42101,1,36.145789,-120.359316,WGS84,Carbon monoxide,1980-01-10,15:00,1980-01-10,23:00,1.0,Parts per million,0.5,,,Non-FRM,11,INSTRUMENTAL - NONDISPERSIVE INFRARED,California,Fresno,"

















